 'T[K]'  'P[atm]'  'H[MJ/kg]'   'Cpef[kJ/kg/K]'  'Visc[Pa*s]'  'Leff[W/m/K]'  'Sigma[1/Ohm/m]'  'Mass[g/mol]' 
    3.000000e+02    1.000000e+00
    3.230000e+04    1.000000e+00
    2.000000e+01    0.000000e+00
   7800         1       37.6652          13.4343   0.000157583        3.10988                 0        15.8598 
   7820         1       37.9317          13.2119   0.000157446        3.05082                 0        15.8035 
   7840         1       38.1937          12.9885   0.000157313        2.99195                 0        15.7488 
   7860         1       38.4512          12.7646   0.000157185        2.93332                 0        15.6956 
   7880         1       38.7043          12.5403   0.000157061        2.87502                 0        15.6438 
   7900         1       38.9529          12.3162   0.000156941        2.81711                 0        15.5935 
   7920         1        39.197          12.0925   0.000156827        2.75966                 0        15.5446 
   7940         1       39.4366          11.8696   0.000156718        2.70271                 0        15.4972 
   7960         1       39.6717          11.6476   0.000156613        2.64634                 0        15.4511 
   7980         1       39.9025           11.427   0.000156515        2.59057                 0        15.4063 
   8000         1       40.1288           11.208   0.000156421        2.53547                 0        15.3629 
   8020         1       40.3508          10.9908   0.000156334        2.48108                 0        15.3207 
   8040         1       40.5685          10.7756   0.000156251        2.42743                 0        15.2798 
   8060         1       40.7819          10.5627   0.000156175        2.37457                 0        15.2402 
   8080         1        40.991          10.3523   0.000156104        2.32251                 0        15.2017 
   8100         1        41.196          10.1445   0.000156039         2.2713                 0        15.1644 
   8120         1       41.3968          9.93944    0.00015598        2.22095                 0        15.1282 
   8140         1       41.5936          9.73738   0.000155927        2.17149                 0        15.0932 
   8160         1       41.7863           9.5384    0.00015588        2.12294                 0        15.0592 
   8180         1       41.9751          9.34263   0.000155838        2.07531                 0        15.0263 
   8200         1       42.1601          9.15017   0.000155802        2.02861                 0        14.9944 
   8220         1       42.3412          8.96111   0.000155772        1.98286                 0        14.9635 
